Sponsor Name,Sponsor Number,Claim Date,Claim Status,SSO Lunch Rate,SSO Brk Rate,Free Eligible Students,Rdc Eligible Students,Paid Eligible Students,Total Eligible Students,Total Milk Enrollment,Lunch Operating Days,ADP Lunch,Lunch Sites,Breakfast Operating Days,ADP SNB,SNB Sites,ADP Regular Brk,Regular Brk Sites,Snack Operating Days,ADP Low Snack,Low Snack Sites,ADP High Snack,High Snack Sites,SSO Operating Days,SSO Operating Sites,ADP SSO Lunch,ADP SSO SNB,ADP SSO Brk,ADP SSO Snk,Milk Operating Days,ADP Milk,Milk Sites,Free Lunches,Rdc Lunches,Paid Lunches,Total Lunches (No SSO),Free SNB,Rdc SNB,Paid SNB,Total SNB (No SSO),Free Regular Brk,Rdc Regular Brk,Paid Regular Brk,Total Regular Brk (No SSO),Free Snack,Rdc Snack,Paid Snack,Total Snacks (No SSO),SSO Lunches,SSO SNB,SSO Reg Brk,SSO Snack,Free Special Milk,Paid Special Milk,Free Lunch Amt,Rdc Lunch Amt,Paid Lunch Amt,SSO Lunch Amt,Free (Brk+SNB) Amt,Rdc (Brk+SNB) Amt,Paid (Brk+SNB)  Amt,SSO (Brk+SNB) Amt,Free Snack Amt,Rdc Snack Amt,Paid Snack Amt,SSO Snack Amt,Special Milk Amt,FFVP Amt,SubTotal,Liquor Tax,Total Reimbursement,Jul SFSP Rate,Aug SFSP Rate,Sep SFSP Rate,Oct SFSP Rate,Nov SFSP Rate,Dec SFSP Rate,Jan SFSP Rate,Feb SFSP Rate,Mar SFSP Rate,Apr SFSP Rate,May SFSP Rate,Jun SFSP Rate,
ST OLAF SCHOOL,D4,10/1/2021,Paid,3.6600,1.9700,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,298.10,0.00,298.10,0.00,298.10,,,,,,,,,,,,,
ST OLAF SCHOOL,D4,11/1/2021,Paid,3.6600,1.9700,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247.50,0.00,247.50,0.00,247.50,,,,,,,,,,,,,
ST OLAF SCHOOL,D4,12/1/2021,Paid,3.6600,1.9700,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151.36,0.00,151.36,0.00,151.36,,,,,,,,,,,,,
ST OLAF SCHOOL,D4,1/1/2022,Paid,3.6600,1.9700,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,204.16,0.00,204.16,0.00,204.16,,,,,,,,,,,,,
ST OLAF SCHOOL,D4,2/1/2022,Paid,3.6600,1.9700,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.84,0.00,147.84,0.00,147.84,,,,,,,,,,,,,
ST OLAF SCHOOL,D4,3/1/2022,Paid,3.6600,1.9700,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,264.44,0.00,264.44,0.00,264.44,,,,,,,,,,,,,
ST OLAF SCHOOL,D4,4/1/2022,Paid,3.6600,1.9700,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.64,0.00,101.64,0.00,101.64,,,,,,,,,,,,,
ST OLAF SCHOOL,D4,5/1/2022,Paid,3.6600,1.9700,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.92,0.00,194.92,0.00,194.92,,,,,,,,,,,,,
ST VINCENT DE PAUL CATHOLIC SCHOOL,YY,8/1/2021,Paid,3.6600,1.9700,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179.74,0.00,179.74,0.00,179.74,,,,,,,,,,,,,
ST VINCENT DE PAUL CATHOLIC SCHOOL,YY,9/1/2021,Paid,3.6600,1.9700,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,427.02,0.00,427.02,0.00,427.02,,,,,,,,,,,,,
ST VINCENT DE PAUL CATHOLIC SCHOOL,YY,10/1/2021,Paid,3.6600,1.9700,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,414.26,0.00,414.26,0.00,414.26,,,,,,,,,,,,,
ST VINCENT DE PAUL CATHOLIC SCHOOL,YY,11/1/2021,Paid,3.6600,1.9700,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,443.74,0.00,443.74,0.00,443.74,,,,,,,,,,,,,
ST VINCENT DE PAUL CATHOLIC SCHOOL,YY,12/1/2021,Paid,3.6600,1.9700,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179.30,0.00,179.30,0.00,179.30,,,,,,,,,,,,,
ST VINCENT DE PAUL CATHOLIC SCHOOL,YY,1/1/2022,Paid,3.6600,1.9700,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367.84,0.00,367.84,0.00,367.84,,,,,,,,,,,,,
ST VINCENT DE PAUL CATHOLIC SCHOOL,YY,2/1/2022,Paid,3.6600,1.9700,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,374.66,0.00,374.66,0.00,374.66,,,,,,,,,,,,,
ST VINCENT DE PAUL CATHOLIC SCHOOL,YY,3/1/2022,Paid,3.6600,1.9700,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,520.08,0.00,520.08,0.00,520.08,,,,,,,,,,,,,
ST VINCENT DE PAUL CATHOLIC SCHOOL,YY,4/1/2022,Paid,3.6600,1.9700,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.66,0.00,275.66,0.00,275.66,,,,,,,,,,,,,
ST VINCENT DE PAUL CATHOLIC SCHOOL,YY,5/1/2022,Paid,3.6600,1.9700,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,406.12,0.00,406.12,0.00,406.12,,,,,,,,,,,,,
ST. MARGUERITE CATHOLIC SCHOOL,YQ,8/1/2021,Paid,4.3175,2.4625,18,5,78,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0.00,0.00,0.00,1813.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1813.35,0.00,1813.35,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ST. MARGUERITE CATHOLIC SCHOOL,YQ,9/1/2021,Paid,4.3175,2.4625,18,5,79,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,24,0,0,0,0,0.00,0.00,0.00,6333.77,0.00,0.00,0.00,59.10,0.00,0.00,0.00,0.00,0.00,0.00,6392.87,0.00,6392.87,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ST. MARGUERITE CATHOLIC SCHOOL,YQ,10/1/2021,Paid,4.3175,2.4625,28,10,66,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185,49,0,0,0,0,0.00,0.00,0.00,5116.24,0.00,0.00,0.00,120.66,0.00,0.00,0.00,0.00,0.00,0.00,5236.90,0.00,5236.90,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ST. MARGUERITE CATHOLIC SCHOOL,YQ,11/1/2021,Paid,4.3175,2.4625,28,10,68,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,40,0,0,0,0,0.00,0.00,0.00,5111.92,0.00,0.00,0.00,98.50,0.00,0.00,0.00,0.00,0.00,0.00,5210.42,0.00,5210.42,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ST. MARGUERITE CATHOLIC SCHOOL,YQ,12/1/2021,Paid,4.3175,2.4625,28,10,68,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,10,0,0,0,0,0.00,0.00,0.00,3583.53,0.00,0.00,0.00,24.63,0.00,0.00,0.00,0.00,0.00,0.00,3608.16,0.00,3608.16,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ST. MARGUERITE CATHOLIC SCHOOL,YQ,1/1/2022,Paid,4.5625,2.6050,28,10,66,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,47,0,0,0,0,0.00,0.00,0.00,5716.81,0.00,0.00,0.00,122.44,0.00,0.00,0.00,0.00,0.00,0.00,5839.25,0.00,5839.25,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ST. MARGUERITE CATHOLIC SCHOOL,YQ,2/1/2022,Paid,4.5625,2.6050,28,10,68,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,43,0,0,0,0,0.00,0.00,0.00,5091.75,0.00,0.00,0.00,112.02,0.00,0.00,0.00,0.00,0.00,0.00,5203.77,0.00,5203.77,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ST. MARGUERITE CATHOLIC SCHOOL,YQ,3/1/2022,Paid,4.5625,2.6050,28,10,68,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,37,0,0,0,0,0.00,0.00,0.00,4968.56,0.00,0.00,0.00,96.39,0.00,0.00,0.00,0.00,0.00,0.00,5064.95,0.00,5064.95,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ST. MARGUERITE CATHOLIC SCHOOL,YQ,4/1/2022,Paid,4.5625,2.6050,28,10,68,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,29,0,0,0,0,0.00,0.00,0.00,4425.63,0.00,0.00,0.00,75.55,0.00,0.00,0.00,0.00,0.00,0.00,4501.18,0.00,4501.18,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
ST. MARGUERITE CATHOLIC SCHOOL,YQ,5/1/2022,Paid,4.5625,2.6050,28,10,68,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,38,0,0,0,0,0.00,0.00,0.00,5940.38,0.00,0.00,0.00,98.99,0.00,0.00,0.00,0.00,0.00,0.00,6039.37,0.00,6039.37,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
STORM RIDGE RANCH,NH,7/1/2021,Paid,3.7500,1.9700,49,0,0,49,0,31,49,2,31,49,2,0,0,21,0,0,49,2,0,0,0,0,0,0,0,0,0,1519,0,0,1519,1519,0,0,1519,0,0,0,0,1029,0,0,1029,0,0,0,0,0,0,5696.25,0.00,0.00,0.00,3569.65,0.00,0.00,0.00,1029.00,0.00,0.00,0.00,0.00,0.00,10294.90,0.00,10294.90,,,,,,,,,,,,,
STORM RIDGE RANCH,NH,8/1/2021,Paid,3.7500,1.9700,48,0,0,48,0,31,48,2,31,48,2,0,0,21,0,0,48,2,0,0,0,0,0,0,0,0,0,1488,0,0,1488,1488,0,0,1488,0,0,0,0,1008,0,0,1008,0,0,0,0,0,0,5580.00,0.00,0.00,0.00,3496.80,0.00,0.00,0.00,1008.00,0.00,0.00,0.00,0.00,0.00,10084.80,0.00,10084.80,,,,,,,,,,,,,
STORM RIDGE RANCH,NH,9/1/2021,Paid,3.7500,1.9700,46,0,0,46,0,30,46,2,30,46,2,0,0,22,0,0,46,2,0,0,0,0,0,0,0,0,0,1380,0,0,1380,1380,0,0,1380,0,0,0,0,1012,0,0,1012,0,0,0,0,0,0,5175.00,0.00,0.00,0.00,3243.00,0.00,0.00,0.00,1012.00,0.00,0.00,0.00,0.00,0.00,9430.00,0.00,9430.00,,,,,,,,,,,,,
STORM RIDGE RANCH,NH,10/1/2021,Paid,3.7500,1.9700,47,0,0,47,0,31,47,2,31,47,2,0,0,21,0,0,47,2,0,0,0,0,0,0,0,0,0,1457,0,0,1457,1457,0,0,1457,0,0,0,0,987,0,0,987,0,0,0,0,0,0,5463.75,0.00,0.00,0.00,3423.95,0.00,0.00,0.00,987.00,0.00,0.00,0.00,0.00,0.00,9874.70,0.00,9874.70,,,,,,,,,,,,,
STORM RIDGE RANCH,NH,11/1/2021,Paid,3.7500,1.9700,47,0,0,47,0,29,47,2,29,47,2,0,0,21,0,0,47,2,0,0,0,0,0,0,0,0,0,1363,0,0,1363,1363,0,0,1363,0,0,0,0,987,0,0,987,0,0,0,0,0,0,5111.25,0.00,0.00,0.00,3203.05,0.00,0.00,0.00,987.00,0.00,0.00,0.00,0.00,0.00,9301.30,0.00,9301.30,,,,,,,,,,,,,
STORM RIDGE RANCH,NH,12/1/2021,Paid,3.7500,1.9700,47,0,47,94,0,30,46,2,30,46,2,0,0,21,0,0,48,2,0,0,0,0,0,0,0,0,0,1380,0,0,1380,1380,0,0,1380,0,0,0,0,1012,0,0,1012,0,0,0,0,0,0,5175.00,0.00,0.00,0.00,3243.00,0.00,0.00,0.00,1012.00,0.00,0.00,0.00,0.00,0.00,9430.00,0.00,9430.00,,,,,,,,,,,,,
STORM RIDGE RANCH,NH,1/1/2022,Paid,3.7500,1.9700,45,0,45,90,0,31,45,2,31,45,2,0,0,21,0,0,45,2,0,0,0,0,0,0,0,0,0,1395,0,0,1395,1395,0,0,1395,0,0,0,0,945,0,0,945,0,0,0,0,0,0,5231.25,0.00,0.00,0.00,3278.25,0.00,0.00,0.00,945.00,0.00,0.00,0.00,0.00,0.00,9454.50,0.00,9454.50,,,,,,,,,,,,,
STORM RIDGE RANCH,NH,2/1/2022,Paid,3.7500,1.9700,44,0,44,88,0,28,44,2,28,44,2,0,0,20,0,0,44,2,0,0,0,0,0,0,0,0,0,1232,0,0,1232,1232,0,0,1232,0,0,0,0,880,0,0,880,0,0,0,0,0,0,4620.00,0.00,0.00,0.00,2895.20,0.00,0.00,0.00,880.00,0.00,0.00,0.00,0.00,0.00,8395.20,0.00,8395.20,,,,,,,,,,,,,
STORM RIDGE RANCH,NH,3/1/2022,Paid,3.7500,1.9700,45,0,0,45,0,31,45,2,31,45,2,0,0,23,0,0,47,2,0,0,0,0,0,0,0,0,0,1395,0,0,1395,1395,0,0,1395,0,0,0,0,1085,0,0,1085,0,0,0,0,0,0,5231.25,0.00,0.00,0.00,3278.25,0.00,0.00,0.00,1085.00,0.00,0.00,0.00,0.00,0.00,9594.50,0.00,9594.50,,,,,,,,,,,,,
STORM RIDGE RANCH,NH,4/1/2022,Paid,3.7500,1.9700,44,0,0,44,0,30,44,2,30,44,2,0,0,21,0,0,44,2,0,0,0,0,0,0,0,0,0,1320,0,0,1320,1320,0,0,1320,0,0,0,0,924,0,0,924,0,0,0,0,0,0,4950.00,0.00,0.00,0.00,3102.00,0.00,0.00,0.00,924.00,0.00,0.00,0.00,0.00,0.00,8976.00,0.00,8976.00,,,,,,,,,,,,,
STORM RIDGE RANCH,NH,5/1/2022,Paid,3.7500,1.9700,247,0,0,247,0,31,47,2,31,47,2,0,0,22,0,0,47,2,0,0,0,0,0,0,0,0,0,1457,0,0,1457,1457,0,0,1457,0,0,0,0,1034,0,0,1034,0,0,0,0,0,0,5463.75,0.00,0.00,0.00,3423.95,0.00,0.00,0.00,1034.00,0.00,0.00,0.00,0.00,0.00,9921.70,0.00,9921.70,,,,,,,,,,,,,
STORM RIDGE RANCH,NH,6/1/2022,Paid,3.7500,1.9700,47,0,0,47,0,30,47,2,30,47,2,0,0,21,0,0,47,2,0,0,0,0,0,0,0,0,0,1410,0,0,1410,1410,0,0,1410,0,0,0,0,987,0,0,987,0,0,0,0,0,0,5287.50,0.00,0.00,0.00,3313.50,0.00,0.00,0.00,987.00,0.00,0.00,0.00,0.00,0.00,9588.00,0.00,9588.00,,,,,,,,,,,,,
SUMMIT ACADEMY,A4,8/1/2021,Paid,4.3175,2.4625,242,55,1772,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1210,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14517,0,2463,0,0,0,0.00,0.00,0.00,62677.15,0.00,0.00,0.00,6065.14,0.00,0.00,0.00,0.00,0.00,0.00,68742.29,12339.45,81081.74,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY,A4,9/1/2021,Paid,4.3175,2.4625,240,55,1825,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,1394,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27882,0,5623,0,0,0,0.00,0.00,0.00,120380.54,0.00,0.00,0.00,13846.64,0.00,0.00,0.00,0.00,0.00,0.00,134227.18,23699.70,157926.88,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY,A4,10/1/2021,Paid,4.3175,2.4625,208,32,1819,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,1363,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25896,0,4969,0,0,0,0.00,0.00,0.00,111805.98,0.00,0.00,0.00,12236.16,0.00,0.00,0.00,0.00,0.00,0.00,124042.14,22011.60,146053.74,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY,A4,11/1/2021,Paid,4.3175,2.4625,210,30,1799,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,1427,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27117,0,5377,0,0,0,0.00,0.00,0.00,117077.65,0.00,0.00,0.00,13240.86,0.00,0.00,0.00,0.00,0.00,0.00,130318.51,23049.45,153367.96,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY,A4,12/1/2021,Paid,4.3175,2.4625,206,30,1796,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1419,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18452,0,3185,0,0,0,0.00,0.00,0.00,79666.51,0.00,0.00,0.00,7843.06,0.00,0.00,0.00,0.00,0.00,0.00,87509.57,15684.20,103193.77,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY,A4,1/1/2022,Paid,4.5625,2.6050,217,28,1793,2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,1309,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26176,0,5149,0,0,0,0.00,0.00,0.00,119428.00,0.00,0.00,0.00,13413.15,0.00,0.00,0.00,0.00,0.00,0.00,132841.15,20940.80,153781.95,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY,A4,2/1/2022,Paid,4.5625,2.6050,220,29,1795,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,1463,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27794,0,5139,0,0,0,0.00,0.00,0.00,126810.13,0.00,0.00,0.00,13387.10,0.00,0.00,0.00,0.00,0.00,0.00,140197.23,23624.90,163822.13,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY,A4,3/1/2022,Paid,4.5625,2.6050,219,27,1793,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,1475,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32444,0,6009,0,0,0,0.00,0.00,0.00,148025.75,0.00,0.00,0.00,15653.45,0.00,0.00,0.00,0.00,0.00,0.00,163679.20,25955.20,189634.40,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY,A4,4/1/2022,Paid,4.5625,2.6050,224,28,1847,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1356,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21695,0,3999,0,0,0,0.00,0.00,0.00,98983.44,0.00,0.00,0.00,10417.40,0.00,0.00,0.00,0.00,0.00,0.00,109400.84,17356.00,126756.84,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY,A4,5/1/2022,Paid,4.5625,2.6050,234,31,1771,2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,1354,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27079,0,4857,0,0,0,0.00,0.00,0.00,123547.94,0.00,0.00,0.00,12652.49,0.00,0.00,0.00,0.00,0.00,0.00,136200.43,21663.20,157863.63,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY HIGH SCHOOL,7G,8/1/2021,Paid,4.3175,2.4625,63,15,469,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746,0,0,0,0,0,0.00,0.00,0.00,11855.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11855.86,2334.10,14189.96,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY HIGH SCHOOL,7G,9/1/2021,Paid,4.3175,2.4625,64,16,489,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5247,0,0,0,0,0,0.00,0.00,0.00,22653.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22653.92,4459.95,27113.87,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY HIGH SCHOOL,7G,10/1/2021,Paid,4.3175,2.4625,51,8,485,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4505,0,0,0,0,0,0.00,0.00,0.00,19450.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19450.34,3829.25,23279.59,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY HIGH SCHOOL,7G,11/1/2021,Paid,4.3175,2.4625,52,8,472,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4920,0,0,0,0,0,0.00,0.00,0.00,21242.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21242.10,4182.00,25424.10,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
SUMMIT ACADEMY HIGH SCHOOL,7G,12/1/2021,Paid,4.3175,2.4625,50,8,467,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102,0,0,0,0,0,0.00,0.00,0.00,13392.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13392.89,2636.70,16029.59,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,
